"year","storm_num","name","cat5_hours","cat4_hours","cat3_hours","cat2_hours","cat1_hours","ts_hours","td_hours"
1851,1,"Unnamed",0,0,0,0,30,42,0
1851,2,"Unnamed",0,0,0,0,6,0,0
1851,3,"Unnamed",0,0,0,0,0,6,0
1851,4,"Unnamed",0,0,24,36,84,138,0
1851,5,"Unnamed",0,0,0,0,0,90,0
1851,6,"Unnamed",0,0,0,0,0,90,0
1852,1,"Unnamed",0,0,60,54,54,96,0
1852,2,"Unnamed",0,0,0,0,18,24,0
1852,3,"Unnamed",0,0,0,0,90,24,0
1852,4,"Unnamed",0,0,0,0,174,36,0
1852,5,"Unnamed",0,0,0,96,6,36,0
1853,1,"Unnamed",0,0,0,0,0,6,0
1853,2,"Unnamed",0,0,0,0,0,6,0
1853,3,"Unnamed",0,96,66,18,54,48,0
1853,4,"Unnamed",0,0,60,6,0,0,0
1853,5,"Unnamed",0,0,0,0,0,6,0
1853,6,"Unnamed",0,0,0,0,90,36,0
1853,7,"Unnamed",0,0,0,0,0,6,0
1853,8,"Unnamed",0,0,0,24,54,0,0
1854,1,"Unnamed",0,0,0,0,30,30,0
1854,2,"Unnamed",0,0,0,0,0,6,0
1854,3,"Unnamed",0,0,48,24,30,36,0
1854,4,"Unnamed",0,0,0,24,12,18,0
1854,5,"Unnamed",0,0,0,0,0,66,0
1855,1,"Unnamed",0,0,0,6,0,0,0
1855,2,"Unnamed",0,0,0,30,0,0,0
1855,3,"Unnamed",0,0,0,0,6,0,0
1855,4,"Unnamed",0,0,0,0,0,90,0
1855,5,"Unnamed",0,0,24,6,18,6,0
1856,1,"Unnamed",0,18,18,6,18,18,0
1856,2,"Unnamed",0,0,0,0,42,0,0
1856,3,"Unnamed",0,0,0,0,0,60,0
1856,4,"Unnamed",0,0,0,0,0,6,0
1856,5,"Unnamed",0,0,24,60,78,72,0
1856,6,"Unnamed",0,0,0,0,36,78,0
1857,1,"Unnamed",0,0,0,0,0,42,0
1857,2,"Unnamed",0,0,0,54,108,96,0
1857,3,"Unnamed",0,0,0,0,114,0,0
1857,4,"Unnamed",0,0,0,24,54,84,0
1858,1,"Unnamed",0,0,0,0,6,0,0
1858,2,"Unnamed",0,0,0,0,6,0,0
1858,3,"Unnamed",0,0,0,18,18,42,0
1858,4,"Unnamed",0,0,0,0,168,18,0
1858,5,"Unnamed",0,0,0,0,54,24,0
1858,6,"Unnamed",0,0,0,24,60,42,0
1859,1,"Unnamed",0,0,0,6,0,0,0
1859,2,"Unnamed",0,0,0,66,0,0,0
1859,3,"Unnamed",0,0,0,0,30,0,0
1859,4,"Unnamed",0,0,0,18,18,0,0
1859,5,"Unnamed",0,0,0,0,48,42,0
1859,6,"Unnamed",0,0,66,12,36,0,0
1859,7,"Unnamed",0,0,0,0,0,54,0
1859,8,"Unnamed",0,0,0,0,60,60,0
1860,1,"Unnamed",0,0,36,12,30,120,0
1860,2,"Unnamed",0,0,0,12,42,12,0
1860,4,"Unnamed",0,0,0,114,6,6,0
1860,3,"Unnamed",0,0,0,0,6,0,0
1860,5,"Unnamed",0,0,0,0,0,90,0
1860,6,"Unnamed",0,0,0,18,30,42,0
1860,7,"Unnamed",0,0,0,12,90,0,0
1861,1,"Unnamed",0,0,0,24,54,84,0
1861,2,"Unnamed",0,0,0,0,60,42,0
1861,3,"Unnamed",0,0,0,42,96,0,0
1861,4,"Unnamed",0,0,0,0,6,0,0
1861,5,"Unnamed",0,0,0,0,12,18,0
1861,6,"Unnamed",0,0,0,0,0,90,0
1861,7,"Unnamed",0,0,0,0,0,6,0
1861,8,"Unnamed",0,0,0,0,18,42,0
1862,1,"Unnamed",0,0,0,0,0,66,0
1862,2,"Unnamed",0,0,0,60,12,0,0
1862,3,"Unnamed",0,0,0,120,54,24,0
1862,4,"Unnamed",0,0,0,0,0,6,0
1862,5,"Unnamed",0,0,0,0,54,0,0
1862,6,"Unnamed",0,0,0,0,0,78,0
1863,1,"Unnamed",0,0,0,12,30,0,0
1863,2,"Unnamed",0,0,0,24,18,0,0
1863,3,"Unnamed",0,0,0,48,54,0,0
1863,4,"Unnamed",0,0,0,36,6,0,0
1863,5,"Unnamed",0,0,0,0,132,54,0
1863,6,"Unnamed",0,0,0,0,0,78,0
1863,7,"Unnamed",0,0,0,0,0,30,0
1863,8,"Unnamed",0,0,0,0,0,18,0
1863,9,"Unnamed",0,0,0,0,0,30,0
1864,1,"Unnamed",0,0,0,0,48,18,0
1864,2,"Unnamed",0,0,0,0,0,6,0
1864,3,"Unnamed",0,0,0,0,144,6,0
1864,4,"Unnamed",0,0,0,0,0,90,0
1864,5,"Unnamed",0,0,0,0,30,36,0
1865,1,"Unnamed",0,0,0,0,0,6,0
1865,2,"Unnamed",0,0,0,0,0,6,0
1865,3,"Unnamed",0,0,0,0,0,114,0
1865,4,"Unnamed",0,0,0,192,6,12,0
1865,5,"Unnamed",0,0,0,0,0,6,0
1865,6,"Unnamed",0,0,0,0,6,0,0
1865,7,"Unnamed",0,0,0,24,78,84,0
1866,1,"Unnamed",0,0,0,102,0,6,0
1866,2,"Unnamed",0,0,0,48,60,18,0
1866,3,"Unnamed",0,0,0,0,72,6,0
1866,4,"Unnamed",0,0,0,0,6,0,0
1866,5,"Unnamed",0,0,0,24,24,6,0
1866,6,"Unnamed",0,24,84,48,126,0,0
1866,7,"Unnamed",0,0,0,0,0,18,0
1867,1,"Unnamed",0,0,0,0,12,42,0
1867,2,"Unnamed",0,0,0,12,150,0,0
1867,3,"Unnamed",0,0,0,6,0,0,0
1867,4,"Unnamed",0,0,0,0,48,42,0
1867,5,"Unnamed",0,0,0,0,0,6,0
1867,6,"Unnamed",0,0,0,12,42,0,0
1867,7,"Unnamed",0,0,0,84,30,72,0
1867,8,"Unnamed",0,0,0,0,0,6,0
1867,9,"Unnamed",0,0,18,6,30,42,0
1868,1,"Unnamed",0,0,0,24,78,0,0
1868,2,"Unnamed",0,0,0,0,0,126,0
1868,3,"Unnamed",0,0,0,66,0,0,0
1868,4,"Unnamed",0,0,0,18,48,0,0
1869,1,"Unnamed",0,0,0,18,0,0,0
1869,2,"Unnamed",0,0,0,36,0,6,0
1869,3,"Unnamed",0,0,0,0,18,0,0
1869,4,"Unnamed",0,0,0,0,0,42,0
1869,5,"Unnamed",0,0,0,0,42,6,0
1869,6,"Unnamed",0,0,24,24,6,0,0
1869,7,"Unnamed",0,0,0,78,102,6,0
1869,8,"Unnamed",0,0,0,0,0,6,0
1869,9,"Unnamed",0,0,0,0,0,6,0
1869,10,"Unnamed",0,0,0,24,6,6,0
1870,1,"Unnamed",0,0,0,0,6,0,0
1870,2,"Unnamed",0,0,0,36,66,36,0
1870,3,"Unnamed",0,0,0,0,0,90,0
1870,4,"Unnamed",0,0,48,18,24,0,0
1870,5,"Unnamed",0,0,0,0,66,0,0
1870,6,"Unnamed",0,0,12,108,78,36,0
1870,7,"Unnamed",0,0,0,0,6,0,0
1870,8,"Unnamed",0,0,0,0,30,0,0
1870,9,"Unnamed",0,0,0,30,54,6,0
1870,10,"Unnamed",0,0,0,6,0,0,0
1870,11,"Unnamed",0,0,0,0,48,66,0
1871,1,"Unnamed",0,0,0,0,0,108,6
1871,2,"Unnamed",0,0,0,0,0,60,6
1871,3,"Unnamed",0,0,42,18,42,132,0
1871,4,"Unnamed",0,0,36,84,30,132,48
1871,5,"Unnamed",0,0,0,90,0,0,0
1871,6,"Unnamed",0,0,0,0,42,48,0
1871,7,"Unnamed",0,0,0,0,72,114,0
1871,8,"Unnamed",0,0,0,0,78,0,0
1872,1,"Unnamed",0,0,0,0,0,96,18
1872,2,"Unnamed",0,0,0,60,150,96,0
1872,3,"Unnamed",0,0,0,0,210,72,0
1872,4,"Unnamed",0,0,0,0,90,72,0
1872,5,"Unnamed",0,0,0,0,6,120,0
1873,1,"Unnamed",0,0,0,0,0,36,0
1873,2,"Unnamed",0,0,36,72,138,96,0
1873,3,"Unnamed",0,0,0,0,48,18,0
1873,4,"Unnamed",0,0,0,0,0,66,0
1873,5,"Unnamed",0,0,24,54,108,132,0
1874,1,"Unnamed",0,0,0,0,0,78,0
1874,2,"Unnamed",0,0,0,0,60,54,0
1874,3,"Unnamed",0,0,0,0,126,96,0
1874,4,"Unnamed",0,0,0,0,0,84,54
1874,5,"Unnamed",0,0,0,0,0,90,0
1874,6,"Unnamed",0,0,0,0,24,90,12
1874,7,"Unnamed",0,0,0,6,36,72,0
1875,1,"Unnamed",0,0,0,0,90,0,0
1875,2,"Unnamed",0,0,0,0,186,48,0
1875,3,"Unnamed",0,0,12,90,120,30,6
1875,4,"Unnamed",0,0,0,0,0,96,0
1875,5,"Unnamed",0,0,0,24,66,0,0
1875,6,"Unnamed",0,0,0,0,24,78,0
1876,1,"Unnamed",0,0,0,0,48,6,0
1876,2,"Unnamed",0,0,12,12,60,84,18
1876,3,"Unnamed",0,0,0,0,0,66,0
1876,4,"Unnamed",0,0,0,24,54,72,0
1876,5,"Unnamed",0,0,18,42,96,126,0
1877,1,"Unnamed",0,0,0,0,0,102,0
1877,2,"Unnamed",0,0,0,0,72,114,0
1877,3,"Unnamed",0,0,0,0,144,18,0
1877,4,"Unnamed",0,0,6,78,198,36,0
1877,5,"Unnamed",0,0,0,0,0,138,0
1877,6,"Unnamed",0,0,0,0,0,90,0
1877,7,"Unnamed",0,0,0,0,0,102,0
1877,8,"Unnamed",0,0,0,0,0,42,0
1878,1,"Unnamed",0,0,0,0,0,60,6
1878,2,"Unnamed",0,0,0,0,90,174,0
1878,3,"Unnamed",0,0,0,0,42,0,0
1878,4,"Unnamed",0,0,0,24,78,36,0
1878,5,"Unnamed",0,0,0,6,132,150,0
1878,6,"Unnamed",0,0,0,36,126,0,0
1878,7,"Unnamed",0,48,132,30,66,78,0
1878,8,"Unnamed",0,0,0,0,66,72,0
1878,9,"Unnamed",0,0,0,0,90,72,0
1878,10,"Unnamed",0,0,60,18,24,60,0
1878,11,"Unnamed",0,0,0,24,66,48,0
1878,12,"Unnamed",0,0,0,0,0,186,0
1879,1,"Unnamed",0,0,0,0,36,54,0
1879,2,"Unnamed",0,0,18,18,36,114,0
1879,3,"Unnamed",0,0,0,18,48,60,12
1879,4,"Unnamed",0,0,30,18,24,42,0
1879,5,"Unnamed",0,0,0,0,0,114,0
1879,6,"Unnamed",0,0,0,0,0,186,0
1879,7,"Unnamed",0,0,0,0,12,126,0
1879,8,"Unnamed",0,0,0,6,24,24,0
1880,1,"Unnamed",0,0,0,0,0,96,6
1880,2,"Unnamed",0,12,18,60,60,102,6
1880,3,"Unnamed",0,0,0,0,36,102,0
1880,4,"Unnamed",0,0,0,66,48,90,6
1880,5,"Unnamed",0,0,0,0,144,90,0
1880,6,"Unnamed",0,0,0,0,36,78,0
1880,7,"Unnamed",0,0,0,0,36,30,0
1880,8,"Unnamed",0,36,48,24,30,48,0
1880,9,"Unnamed",0,0,0,0,60,78,0
1880,10,"Unnamed",0,0,0,0,114,0,0
1880,11,"Unnamed",0,0,0,0,0,60,0
1881,1,"Unnamed",0,0,0,0,0,72,6
1881,3,"Unnamed",0,0,0,0,144,42,0
1881,2,"Unnamed",0,0,0,0,0,60,18
1881,4,"Unnamed",0,0,0,0,36,90,0
1881,5,"Unnamed",0,0,0,36,72,102,0
1881,6,"Unnamed",0,0,0,18,54,42,0
1881,7,"Unnamed",0,0,0,0,0,102,0
1882,1,"Unnamed",0,0,0,0,24,0,0
1882,2,"Unnamed",0,0,12,60,96,90,0
1882,3,"Unnamed",0,0,0,0,0,42,6
1882,4,"Unnamed",0,0,0,0,0,78,0
1882,5,"Unnamed",0,0,0,0,78,36,0
1882,6,"Unnamed",0,6,18,12,114,108,0
1883,1,"Unnamed",0,0,0,0,126,96,0
1883,2,"Unnamed",0,0,36,36,90,0,0
1883,3,"Unnamed",0,0,60,78,54,24,6
1883,4,"Unnamed",0,0,0,0,0,66,0
1884,1,"Unnamed",0,0,0,0,24,18,0
1884,2,"Unnamed",0,0,48,84,108,90,0
1884,3,"Unnamed",0,0,0,0,120,84,30
1884,4,"Unnamed",0,0,0,24,126,108,0
1885,1,"Unnamed",0,0,0,0,108,54,0
1885,2,"Unnamed",0,0,0,36,54,72,0
1885,3,"Unnamed",0,0,0,0,0,66,0
1885,4,"Unnamed",0,0,0,0,18,132,0
1885,5,"Unnamed",0,0,0,0,54,36,0
1885,6,"Unnamed",0,0,0,0,6,156,48
1885,7,"Unnamed",0,0,0,0,18,72,0
1885,8,"Unnamed",0,0,0,0,0,66,0
1886,1,"Unnamed",0,0,0,8,10,42,0
1886,2,"Unnamed",0,0,0,36,42,66,42
1886,3,"Unnamed",0,0,0,24,48,54,0
1886,4,"Unnamed",0,0,0,0,108,96,0
1886,5,"Unnamed",0,18,12,36,96,66,0
1886,6,"Unnamed",0,0,24,198,60,24,0
1886,7,"Unnamed",0,0,24,24,24,18,0
1886,8,"Unnamed",0,0,0,60,48,102,0
1886,9,"Unnamed",0,0,0,138,36,36,0
1886,10,"Unnamed",0,0,30,18,54,36,0
1886,11,"Unnamed",0,0,0,0,0,138,0
1886,12,"Unnamed",0,0,0,0,0,120,0
1887,1,"Unnamed",0,0,0,0,0,78,0
1887,2,"Unnamed",0,0,0,0,0,114,0
1887,3,"Unnamed",0,0,0,0,0,54,24
1887,4,"Unnamed",0,0,0,78,84,48,0
1887,5,"Unnamed",0,0,0,0,0,210,0
1887,6,"Unnamed",0,0,42,36,36,72,0
1887,7,"Unnamed",0,0,120,18,12,66,0
1887,8,"Unnamed",0,0,0,30,18,30,0
1887,9,"Unnamed",0,0,0,162,54,54,0
1887,10,"Unnamed",0,0,0,0,42,42,0
1887,11,"Unnamed",0,0,0,0,0,60,0
1887,12,"Unnamed",0,0,0,0,0,42,0
1887,13,"Unnamed",0,0,0,0,180,84,12
1887,14,"Unnamed",0,0,0,0,30,18,0
1887,15,"Unnamed",0,0,0,36,30,36,0
1887,16,"Unnamed",0,0,0,0,0,54,0
1887,17,"Unnamed",0,0,0,0,42,132,0
1887,18,"Unnamed",0,0,0,0,42,60,0
1887,19,"Unnamed",0,0,0,0,0,132,0
1888,1,"Unnamed",0,0,0,0,18,36,12
1888,2,"Unnamed",0,0,0,0,0,48,0
1888,3,"Unnamed",0,0,18,66,42,60,0
1888,4,"Unnamed",0,0,36,42,90,30,0
1888,5,"Unnamed",0,0,0,0,0,120,0
1888,6,"Unnamed",0,0,0,0,18,60,0
1888,7,"Unnamed",0,0,0,24,24,54,0
1888,8,"Unnamed",0,0,0,0,0,180,0
1888,9,"Unnamed",0,0,0,60,60,90,0
1889,1,"Unnamed",0,0,0,0,18,102,0
1889,2,"Unnamed",0,0,0,0,12,126,0
1889,3,"Unnamed",0,0,0,0,42,174,12
1889,4,"Unnamed",0,0,0,162,60,60,0
1889,5,"Unnamed",0,0,0,0,90,144,0
1889,6,"Unnamed",0,0,0,96,54,180,0
1889,7,"Unnamed",0,0,0,0,0,180,0
1889,8,"Unnamed",0,0,0,0,0,168,0
1889,9,"Unnamed",0,0,0,0,0,48,12
1890,1,"Unnamed",0,0,0,0,0,30,24
1890,2,"Unnamed",0,0,0,0,0,234,0
1890,3,"Unnamed",0,0,48,90,12,0,0
1890,4,"Unnamed",0,0,0,0,24,6,0
1891,1,"Unnamed",0,0,0,0,54,54,12
1891,2,"Unnamed",0,0,0,0,240,42,0
1891,3,"Unnamed",0,0,30,102,18,24,0
1891,4,"Unnamed",0,0,0,78,36,42,0
1891,5,"Unnamed",0,0,0,108,60,78,0
1891,6,"Unnamed",0,0,0,60,36,60,0
1891,7,"Unnamed",0,0,0,0,0,102,0
1891,8,"Unnamed",0,0,0,0,0,36,12
1891,9,"Unnamed",0,0,0,0,108,90,0
1891,10,"Unnamed",0,0,0,0,0,72,0
1892,1,"Unnamed",0,0,0,0,0,186,0
1892,2,"Unnamed",0,0,0,0,66,96,0
1892,3,"Unnamed",0,0,0,156,60,126,0
1892,4,"Unnamed",0,0,0,0,0,108,0
1892,5,"Unnamed",0,0,0,150,72,60,0
1892,6,"Unnamed",0,0,0,0,0,60,0
1892,7,"Unnamed",0,0,0,120,84,60,0
1892,8,"Unnamed",0,0,0,0,66,48,0
1892,9,"Unnamed",0,0,0,0,0,198,0
1893,1,"Unnamed",0,0,0,0,48,132,0
1893,2,"Unnamed",0,0,0,6,36,36,0
1893,3,"Unnamed",0,0,84,42,36,42,0
1893,4,"Unnamed",0,0,24,120,42,42,0
1893,5,"Unnamed",0,0,0,24,36,30,0
1893,6,"Unnamed",0,0,126,66,36,138,0
1893,7,"Unnamed",0,0,0,114,60,54,0
1893,8,"Unnamed",0,0,0,30,18,72,12
1893,9,"Unnamed",0,0,276,18,96,66,0
1893,10,"Unnamed",0,12,6,66,36,72,0
1893,11,"Unnamed",0,0,0,0,0,54,24
1893,12,"Unnamed",0,0,0,0,0,114,0
1894,1,"Unnamed",0,0,0,0,0,90,0
1894,2,"Unnamed",0,0,0,0,0,84,24
1894,3,"Unnamed",0,0,54,72,54,72,0
1894,4,"Unnamed",0,0,36,42,144,96,0
1894,5,"Unnamed",0,0,78,36,48,72,0
1894,6,"Unnamed",0,24,24,132,36,18,0
1894,7,"Unnamed",0,0,0,102,36,54,0
1895,1,"Unnamed",0,0,0,0,0,72,12
1895,2,"Unnamed",0,0,0,114,48,48,0
1895,3,"Unnamed",0,0,0,0,0,210,18
1895,4,"Unnamed",0,0,0,0,0,102,30
1895,5,"Unnamed",0,0,0,198,30,108,0
1895,6,"Unnamed",0,0,0,0,0,84,6
1896,1,"Unnamed",0,0,0,42,12,48,90
1896,2,"Unnamed",0,0,96,126,42,12,0
1896,3,"Unnamed",0,0,0,156,54,42,0
1896,4,"Unnamed",0,0,54,24,30,78,0
1896,5,"Unnamed",0,0,0,42,30,90,0
1896,6,"Unnamed",0,0,0,186,84,78,0
1896,7,"Unnamed",0,0,0,0,0,66,0
1897,1,"Unnamed",0,0,0,144,48,36,0
1897,2,"Unnamed",0,0,0,0,60,24,0
1897,3,"Unnamed",0,0,0,0,0,108,12
1897,4,"Unnamed",0,0,0,0,0,114,0
1897,5,"Unnamed",0,0,0,0,24,252,0
1897,6,"Unnamed",0,0,0,0,0,144,0
1898,1,"Unnamed",0,0,0,0,7,29,6
1898,2,"Unnamed",0,0,0,0,24,36,0
1898,3,"Unnamed",0,0,0,0,48,0,0
1898,4,"Unnamed",0,0,0,270,42,30,0
1898,5,"Unnamed",0,0,0,0,0,222,24
1898,6,"Unnamed",0,0,0,0,0,198,0
1898,7,"Unnamed",0,18,18,84,42,48,72
1898,8,"Unnamed",0,0,0,0,0,42,30
1898,9,"Unnamed",0,0,0,0,0,300,0
1898,10,"Unnamed",0,0,0,0,0,54,0
1898,11,"Unnamed",0,0,0,0,0,186,18
1899,1,"Unnamed",0,0,0,0,0,24,6
1899,2,"Unnamed",0,0,0,24,24,78,0
1899,3,"Unnamed",0,30,240,12,222,258,0
1899,4,"Unnamed",0,0,0,30,90,48,0
1899,5,"Unnamed",0,0,126,42,54,66,0
1899,6,"Unnamed",0,0,0,0,0,90,0
1899,7,"Unnamed",0,0,0,0,0,96,0
1899,8,"Unnamed",0,0,0,0,0,48,30
1899,9,"Unnamed",0,0,0,30,42,66,0
1899,10,"Unnamed",0,0,0,0,0,72,18
1900,1,"Unnamed",0,42,6,18,18,270,12
1900,2,"Unnamed",0,0,30,54,42,168,0
1900,3,"Unnamed",0,0,0,72,180,90,24
1900,4,"Unnamed",0,0,0,0,0,72,42
1900,5,"Unnamed",0,0,0,0,0,72,66
1900,6,"Unnamed",0,0,0,0,0,48,0
1900,7,"Unnamed",0,0,0,0,0,54,60
1901,1,"Unnamed",0,0,0,0,0,48,66
1901,2,"Unnamed",0,0,0,0,0,222,0
1901,3,"Unnamed",0,0,0,0,36,180,18
1901,4,"Unnamed",0,0,0,0,84,102,168
1901,5,"Unnamed",0,0,0,0,0,48,54
1901,6,"Unnamed",0,0,0,0,30,96,0
1901,7,"Unnamed",0,0,0,114,108,72,6
1901,8,"Unnamed",0,0,0,0,36,192,0
1901,9,"Unnamed",0,0,0,0,0,138,0
1901,10,"Unnamed",0,0,0,0,0,174,0
1901,11,"Unnamed",0,0,0,0,0,138,0
1901,12,"Unnamed",0,0,0,0,0,54,18
1901,13,"Unnamed",0,0,0,0,36,102,12
1902,1,"Unnamed",0,0,0,0,0,78,12
1902,2,"Unnamed",0,0,0,0,18,72,84
1902,3,"Unnamed",0,0,0,24,30,90,0
1902,4,"Unnamed",0,0,0,60,30,42,60
1902,5,"Unnamed",0,0,0,0,0,114,24
1903,1,"Unnamed",0,0,0,0,36,84,0
1903,2,"Unnamed",0,0,90,12,114,36,0
1903,3,"Unnamed",0,0,0,0,66,96,18
1903,4,"Unnamed",0,0,0,6,42,78,0
1903,5,"Unnamed",0,0,0,0,0,90,96
1903,6,"Unnamed",0,0,0,36,12,42,0
1903,7,"Unnamed",0,0,0,30,144,36,0
1903,8,"Unnamed",0,0,0,0,0,126,0
1903,9,"Unnamed",0,0,0,0,0,24,54
1903,10,"Unnamed",0,0,0,0,126,72,0
1904,1,"Unnamed",0,0,0,0,12,54,36
1904,2,"Unnamed",0,0,0,0,54,114,0
1904,3,"Unnamed",0,0,0,0,30,90,42
1904,4,"Unnamed",0,0,0,0,30,174,24
1904,5,"Unnamed",0,0,0,0,0,108,0
1904,6,"Unnamed",0,0,0,0,0,78,12
1905,1,"Unnamed",0,0,0,0,0,36,18
1905,2,"Unnamed",0,0,0,0,0,120,6
1905,3,"Unnamed",0,0,0,0,0,156,0
1905,4,"Unnamed",0,0,30,24,18,120,42
1905,5,"Unnamed",0,0,0,0,0,114,0
1906,1,"Unnamed",0,0,0,0,0,126,0
1906,2,"Unnamed",0,0,0,36,66,120,0
1906,3,"Unnamed",0,0,0,0,0,48,18
1906,4,"Unnamed",0,42,144,72,72,72,0
1906,5,"Unnamed",0,0,0,0,132,228,6
1906,6,"Unnamed",0,0,36,30,30,126,12
1906,7,"Unnamed",0,0,0,0,0,216,0
1906,8,"Unnamed",0,0,42,36,120,132,42
1906,9,"Unnamed",0,0,0,0,0,78,6
1906,10,"Unnamed",0,0,0,0,0,114,18
1906,11,"Unnamed",0,0,0,0,12,90,12
1907,1,"Unnamed",0,0,0,0,0,120,0
1907,2,"Unnamed",0,0,0,0,0,78,18
1907,3,"Unnamed",0,0,0,0,0,54,0
1907,4,"Unnamed",0,0,0,0,0,54,0
1907,5,"Unnamed",0,0,0,0,0,156,0
1908,1,"Unnamed",0,0,0,12,42,24,0
1908,2,"Unnamed",0,0,0,0,48,72,36
1908,3,"Unnamed",0,0,0,0,42,150,24
1908,4,"Unnamed",0,0,0,0,0,84,54
1908,5,"Unnamed",0,0,0,0,0,72,0
1908,6,"Unnamed",0,0,66,42,72,90,0
1908,7,"Unnamed",0,0,0,0,0,54,0
1908,8,"Unnamed",0,0,0,72,192,108,0
1908,9,"Unnamed",0,0,0,18,30,48,18
1908,10,"Unnamed",0,0,0,0,0,60,0
1909,1,"Unnamed",0,0,0,0,0,96,18
1909,2,"Unnamed",0,0,0,12,12,96,0
1909,3,"Unnamed",0,0,0,0,0,78,120
1909,4,"Unnamed",0,0,6,12,66,42,90
1909,5,"Unnamed",0,0,0,0,0,66,48
1909,6,"Unnamed",0,0,48,30,102,18,0
1909,7,"Unnamed",0,0,0,0,0,42,36
1909,8,"Unnamed",0,0,0,0,0,66,24
1909,9,"Unnamed",0,0,48,18,54,48,36
1909,10,"Unnamed",0,0,0,0,0,60,60
1909,11,"Unnamed",0,0,54,18,30,60,12
1909,12,"Unnamed",0,0,0,30,30,90,0
1910,1,"Unnamed",0,0,0,0,0,36,48
1910,2,"Unnamed",0,0,0,0,0,36,90
1910,3,"Unnamed",0,0,0,114,120,18,0
1910,4,"Unnamed",0,0,0,24,30,18,0
1910,5,"Unnamed",0,36,30,66,18,90,42
1911,1,"Unnamed",0,0,0,0,0,72,108
1911,2,"Unnamed",0,0,0,0,24,72,48
1911,3,"Unnamed",0,0,0,24,66,66,12
1911,4,"Unnamed",0,0,0,24,30,138,30
1911,5,"Unnamed",0,0,0,0,0,90,0
1911,6,"Unnamed",0,0,0,0,0,102,30
1912,1,"Unnamed",0,0,0,0,0,216,24
1912,2,"Unnamed",0,0,0,0,0,96,24
1912,3,"Unnamed",0,0,0,0,0,78,36
1912,4,"Unnamed",0,0,0,0,54,54,6
1912,5,"Unnamed",0,0,0,0,66,30,18
1912,6,"Unnamed",0,0,0,36,24,84,12
1912,7,"Unnamed",0,0,42,24,84,96,6
1913,1,"Unnamed",0,0,0,0,24,126,36
1913,2,"Unnamed",0,0,0,0,0,30,12
1913,3,"Unnamed",0,0,0,0,0,390,12
1913,4,"Unnamed",0,0,0,0,48,60,12
1913,5,"Unnamed",0,0,0,0,12,96,6
1913,6,"Unnamed",0,0,0,0,12,36,0
1914,1,"Unnamed",0,0,0,0,0,78,24
1915,1,"Unnamed",0,0,0,0,12,90,0
1915,2,"Unnamed",0,78,18,48,66,102,30
1915,3,"Unnamed",0,0,108,90,78,60,0
1915,4,"Unnamed",0,0,0,12,48,48,42
1915,5,"Unnamed",0,0,0,0,0,66,12
1915,6,"Unnamed",0,114,12,12,36,36,0
1916,1,"Unnamed",0,0,0,0,0,60,18
1916,2,"Unnamed",0,0,12,18,30,108,126
1916,3,"Unnamed",0,0,0,60,96,90,42
1916,4,"Unnamed",0,0,12,12,24,60,0
1916,5,"Unnamed",0,0,0,0,0,54,0
1916,6,"Unnamed",0,24,12,24,42,78,6
1916,7,"Unnamed",0,0,0,12,24,78,6
1916,8,"Unnamed",0,0,0,0,66,84,0
1916,9,"Unnamed",0,0,0,0,0,54,6
1916,10,"Unnamed",0,0,0,0,66,114,18
1916,11,"Unnamed",0,0,48,42,30,54,0
1916,12,"Unnamed",0,0,0,0,0,66,0
1916,13,"Unnamed",0,0,42,54,18,36,30
1916,14,"Unnamed",0,0,0,66,36,72,66
1916,15,"Unnamed",0,0,0,0,0,78,24
1917,1,"Unnamed",0,0,0,0,0,60,132
1917,2,"Unnamed",0,0,0,0,0,114,0
1917,3,"Unnamed",0,0,42,54,36,24,0
1917,4,"Unnamed",0,54,66,36,30,54,0
1918,1,"Unnamed",0,0,18,6,12,126,0
1918,2,"Unnamed",0,0,0,12,36,54,0
1918,3,"Unnamed",0,0,0,0,6,66,0
1918,4,"Unnamed",0,0,0,0,0,132,0
1918,5,"Unnamed",0,0,0,36,54,24,0
1918,6,"Unnamed",0,0,0,0,0,126,6
1919,1,"Unnamed",0,0,0,0,0,54,30
1919,3,"Unnamed",0,0,0,12,18,30,6
1919,2,"Unnamed",0,108,48,18,18,114,30
1919,4,"Unnamed",0,0,0,0,0,48,24
1919,5,"Unnamed",0,0,0,0,0,78,0
1920,1,"Unnamed",0,0,0,66,54,66,0
1920,2,"Unnamed",0,0,0,6,18,66,78
1920,3,"Unnamed",0,0,0,0,18,60,36
1920,4,"Unnamed",0,0,0,0,0,84,12
1920,5,"Unnamed",0,0,0,0,18,51,54
1921,1,"Unnamed",0,0,0,0,60,96,96
1921,2,"Unnamed",0,0,0,0,6,48,36
1921,3,"Unnamed",0,0,108,84,18,54,0
1921,4,"Unnamed",0,0,0,0,60,90,0
1921,5,"Unnamed",0,0,0,0,0,36,18
1921,6,"Unnamed",0,42,24,6,114,48,0
1921,7,"Unnamed",0,0,0,0,0,78,84
1922,1,"Unnamed",0,0,0,0,0,30,72
1922,2,"Unnamed",0,0,144,18,12,42,18
1922,3,"Unnamed",0,0,0,0,60,91,12
1922,4,"Unnamed",0,0,0,24,72,66,108
1922,5,"Unnamed",0,0,0,0,0,78,48
1923,1,"Unnamed",0,0,0,0,0,54,96
1923,2,"Unnamed",0,0,0,42,66,36,66
1923,3,"Unnamed",0,0,0,0,0,78,18
